保单文件名, 产品类型, 产品名称, 产品交费方式, 产品条款文字编码
{'file_name': '935bccc7-7c5e-4ffe-a38b-4df20fd6ea55_TERMS'}, {'product_category': '恒鑫版重大疾病保险条款'}, {'product_name': '恒安标准幸福金生恒鑫版重大疾病保险条款'}, {'product_payment': '一次性交清保险费'}, {'product_term': '标准司字[2017]3号'}
{'file_name': '93d37be4-93d9-4038-916e-05bab510d8b4_TERMS'}, {'product_category': '今生疾病保险条款'}, {'product_name': '保险有限公司附加福佑今生疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2014]疾病保险011号'}
{'file_name': '93ddfd3d-5174-4e10-bba5-541e94c03358_TERMS'}, {'product_category': '向重大疾病保险'}, {'product_name': '附加合同的保险费数额向重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '93f4c3d8-7c1f-4bce-828f-4668e3924c43_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '生命附加福相随提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '生命人寿[2013]疾病保险003号'}
{'file_name': '94a3f6f9-2d03-4c15-8d3d-10d5e07e2417_TERMS'}, {'product_category': '综合疾病保险'}, {'product_name': '条款和谐健康之家终身综合疾病保险'}, {'product_payment': '分期交纳保险费'}, {'product_term': '和谐健康[2015]疾病保险025号'}
{'file_name': '94f1fed8-bd3c-4455-b4dc-c2a81c7b2c95_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '平安附加鑫盛提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2017]疾病保险011号'}
{'file_name': '950b30f4-7a25-486f-aa14-a35d78d57100_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '安联附加豁免保险费重大疾病保险'}, {'product_payment': '无'}, {'product_term': '安联人寿[2017]疾病保险016号'}
{'file_name': '95bd80d4-c44f-4669-8021-64e7e17065d5_TERMS'}, {'product_category': '保险费重大疾病保险条款'}, {'product_name': '附加合家康泰豁免保险费重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '95f85ec5-8191-49da-9e28-d4746a731503_TERMS'}, {'product_category': '型重大疾病保险'}, {'product_name': '公司附加安心豁免保费型重大疾病保险'}, {'product_payment': '无'}, {'product_term': '方正人寿[2018]疾病保险003号'}
{'file_name': '96080356-59f6-40db-ad9e-058af650029f_TERMS'}, {'product_category': '向重大疾病保险'}, {'product_name': '附加合同的保险费数额向重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰康人寿[2014]疾病保险054号'}
{'file_name': '963a94d7-b716-41c8-818e-ef4dd8973c92_TERMS'}, {'product_category': '定期重大疾病保险'}, {'product_name': '光大永明瑞盈无忧定期重大疾病保险'}, {'product_payment': '分期交纳保险费'}, {'product_term': '无'}
{'file_name': '9654a13e-561f-4f98-9c62-24ad583ad30a_TERMS'}, {'product_category': '人生重大疾病保险条款'}, {'product_name': '陆家嘴国泰附加美意人生重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '国泰人寿[2014]疾病保险053号'}
{'file_name': '9677603e-f355-47a2-a79d-30ebf3d34460_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '百年附加永康提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '967e558c-cb57-4617-8ae9-4ccacb9132e5_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '国寿附加祥悦提前给付重大疾病保险'}, {'product_payment': '分期交付保险费'}, {'product_term': '无'}
{'file_name': '96803734-7d62-48c7-a757-f7db37e8a8fc_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加福佑安康提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2016]疾病保险043号'}
{'file_name': '968392d9-cad9-48b8-adee-a31464eac7d9_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '我们按如下标准给付重大疾病保险'}, {'product_payment': '分期交纳保险费'}, {'product_term': '阳光人寿[2014]疾病保险075号'}
{'file_name': '9735115b-0ff8-4d83-9d23-b08907910d9f_TERMS'}, {'product_category': '长期重大疾病保险'}, {'product_name': '附加提前给付长期重大疾病保险'}, {'product_payment': '无'}, {'product_term': '泰大都会[2011]疾病保险170号'}
{'file_name': '977ad629-a601-4a2b-b055-eb8eef5d00e9_TERMS'}, {'product_category': '第二类重大疾病保险'}, {'product_name': '第二类重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '97ff81c8-1dc1-49cd-a414-66710baeed8a_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '我们不承担给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '信诚人寿[2015]疾病保险003号'}
{'file_name': '9812f711-1266-44ca-97d3-4a9bc44c7102_TERMS'}, {'product_category': '少儿重大疾病保险条款'}, {'product_name': '中华爱宝保少儿重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '中华人寿[2016]疾病保险032号'}
{'file_name': '986e9f7b-526a-4e16-a122-d9d75b3dbf09_TERMS'}, {'product_category': '相伴重大疾病保险条款'}, {'product_name': '泰康附加无忧相伴重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '987d2e60-82c3-4c1e-a1ee-dfd0b24a3f96_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '国华附加万能提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '国华人寿[2009]疾病保险063号'}
{'file_name': '98af362a-d73b-49cd-9fed-c007d2aab059_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '吉祥人寿祥和安康终身重大疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '吉祥人寿[2014]疾病保险011号'}
{'file_name': '98dc3aee-2a58-4558-92df-5f48a303e3ba_TERMS'}, {'product_category': '宝贝重大疾病保险条款'}, {'product_name': '附加鑫宝贝宝贝宝贝宝贝重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '9996bff1-dd7b-4cd4-8c68-c849bef0e2f6_TERMS'}, {'product_category': '定期重大疾病保险'}, {'product_name': '太平真爱定期重大疾病保险'}, {'product_payment': '分期交纳保险费'}, {'product_term': '太平人寿[2010]疾病保险009号'}
{'file_name': '99ca5cc8-cb9c-4a79-91d9-0a627dbb380d_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2017]疾病保险079号'}
{'file_name': '99ce268d-3d43-45bf-926c-65ef1d6b95ce_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '阳光人寿一世安康终身重大疾病保险条款'}, {'product_payment': '分期交纳保险费'}, {'product_term': '阳光人寿[2013]疾病保险011号'}
{'file_name': '9a9cc06f-8de4-4385-a1cd-1b0bd29f47b4_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '平安附加平安福提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2017]疾病保险020号'}
{'file_name': '9b414a54-e48b-4bde-a0d1-4b5c87019f3d_TERMS'}, {'product_category': '特定疾病保险条款'}, {'product_name': '天安人寿康乐成长少儿特定疾病保险条款'}, {'product_payment': '无'}, {'product_term': '天安人寿[2014]疾病保险042号'}
{'file_name': '9b53dfd1-db97-42c3-b088-4f71285ad9f9_TERMS'}, {'product_category': '人生重大疾病保险条款'}, {'product_name': '中航三星附加康满人生重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '三星人寿[2014]疾病保险002号'}
{'file_name': '9b695cb4-286a-47a8-a8c5-2d64f66659f9_TERMS'}, {'product_category': '一生重大疾病保险'}, {'product_name': '条款中英人寿乐享一生重大疾病保险'}, {'product_payment': '无'}, {'product_term': '中英人寿[2016]疾病保险012号'}
{'file_name': '9b6d2c02-d83a-402b-b318-6e274cd6794d_TERMS'}, {'product_category': '重大疾病保险条款条款'}, {'product_name': '有限公司幸福康乐少儿重大疾病保险条款条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '9b90e8e8-ced2-463f-9199-be3720d57013_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '民生如意鸿康终身重大疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '民生保险[2012]疾病保险013号'}
{'file_name': '9bc8053a-5a27-4fb8-89cc-fd97e8158a1d_TERMS'}, {'product_category': '危重疾病保险'}, {'product_name': '标准附加额外给付轻度危重疾病保险'}, {'product_payment': '无'}, {'product_term': '标准司字[2014]244号'}
{'file_name': '9bd81e6e-0feb-4300-b3dd-f2126bf32073_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加福瑞安康提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '9c28b091-7350-4367-a481-aed21b4e923a_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '国华附加终身提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '国华人寿[2009]疾病保险066号'}
{'file_name': '9c5e923d-20e4-4554-add2-6c3d00a0d44c_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '百年优选护身福终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '9cdc92ad-582c-47a0-92ad-5f92153af169_TERMS'}, {'product_category': '终身重大疾病保险'}, {'product_name': '国寿康元终身重大疾病保险'}, {'product_payment': '分期交付保险费'}, {'product_term': '无'}
{'file_name': '9cffbcb9-1f25-46b7-9bb5-a96b5fd2d5bd_TERMS'}, {'product_category': '保重大疾病保险条款'}, {'product_name': '查询验证条款国华至尊保重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '国华人寿[2017]疾病保险009号'}
{'file_name': '9d019d8f-6a23-4f6c-b950-99f14e6b8d1a_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加金保安康多次给付重大疾病保险'}, {'product_payment': '分期交纳保险费'}, {'product_term': '无'}
{'file_name': '9d7a43da-45bb-41f4-9573-251384970fb0_TERMS'}, {'product_category': '农银鸿康重大疾病保险'}, {'product_name': '查询验证条款农银鸿康重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '农银人寿[2012]疾病保险088号'}
{'file_name': '9d9d11aa-e388-41f5-a21d-71f48bd51834_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加少儿平安福提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2018]疾病保险012号'}
{'file_name': '9db40d90-e49b-4a14-9c38-93d4e368bfd5_TERMS'}, {'product_category': '母婴重大疾病保险条款'}, {'product_name': '保险有限公司附加母婴重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2012]疾病保险038号'}
{'file_name': '9e0a90b5-30c0-44c4-967a-cabbc7739201_TERMS'}, {'product_category': '额外重大疾病保险'}, {'product_name': '保险有限公司附加额外重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '方正人寿[2012]疾病保险034号'}
{'file_name': '9e2d47eb-e215-4ca9-b742-65017770b31f_TERMS'}, {'product_category': '金生重大疾病保险条款'}, {'product_name': '福禄金生重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '昆仑健康[2017]疾病保险019号'}
{'file_name': '9e648ae7-0948-4922-9c72-c47d16aca427_TERMS'}, {'product_category': '女性重大疾病保险条款'}, {'product_name': '保险有限公司附加女性重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2012]疾病保险037号'}
{'file_name': '9eb7bb47-437e-4091-912a-7a59047620d2_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '疾病保险金受益人给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '9ef4f5cb-0c41-4b78-afb4-f581590cfe75_TERMS'}, {'product_category': '保险费重大疾病保险条款'}, {'product_name': '附加乐相伴豁免保险费重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰康人寿[2015]疾病保险083号'}
{'file_name': '9f03222d-b95c-4cc8-aeb7-389ef32d69d7_TERMS'}, {'product_category': '人生重大疾病保险'}, {'product_name': '有限公司弘康健康人生重大疾病保险'}, {'product_payment': '无'}, {'product_term': '弘康人寿[2017]疾病保险013号'}
{'file_name': '9f118eb4-a858-48c0-bf3c-81681de3b6af_TERMS'}, {'product_category': '人生重大疾病保险'}, {'product_name': '股份有限公司金诺人生重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平洋人寿[2017]疾病保险005号'}
{'file_name': '9f182995-70fb-43fe-95dd-812103c3033f_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '太平福禄倍至终身重大疾病保险条款'}, {'product_payment': '一次性支付保险费'}, {'product_term': '太平人寿[2016]疾病保险024号'}
{'file_name': '9f587c9e-6abc-45a3-af79-5b5da3475661_TERMS'}, {'product_category': '保费重大疾病保险条款'}, {'product_name': '国泰附加投保人豁免保费重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '国泰人寿[2016]疾病保险022号'}
{'file_name': '9f6c6dfb-e6ec-4114-a825-fedb0734a793_TERMS'}, {'product_category': '一生重大疾病保险条款'}, {'product_name': '陆家嘴国泰护一生重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '国泰人寿[2016]疾病保险025号'}
{'file_name': '9f8eccf6-6acd-4952-9325-ab5d2fe45230_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '天安人寿附加吉祥树终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '天安人寿[2016]疾病保险038号'}
{'file_name': '9fb2c35e-2f7b-4864-87e5-1004779b5206_TERMS'}, {'product_category': '一生重大疾病保险条款'}, {'product_name': '有限公司附加安康一生重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2012]疾病保险048号'}
{'file_name': 'a002f6b8-2b39-4d5c-9452-61a57095fa1b_TERMS'}, {'product_category': '连连重大疾病保险条款'}, {'product_name': '阳光人寿附加金喜连连重大疾病保险条款'}, {'product_payment': '分期交纳保险费'}, {'product_term': '阳光人寿[2014]疾病保险054号'}
{'file_name': 'a006d021-e17c-496a-900b-7578b1917fab_TERMS'}, {'product_category': '一生重大疾病保险条款'}, {'product_name': '泰康附加康护一生重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
